chksm1(8);chksm2(8);Size(4);Type(3);Title(48);Region(20)
356e37b4;bab9533b;0256;SMS;Thunder Blade                                   ;(USA  Europe  Brazil
b9ba89f6;ae920e4b;0256;SMS;Thunder Blade                                   ;(USA  Europe  Brazil
5d7574e8;51bd14be;0256;SMS;Time Soldiers                                   ;(USA  Europe  Brazil
4a6cc060;0c2fc2de;0256;SMS;Tom & Jerry                                     ;(Europe  Brazil) (En
209a6958;bf7b7285;0256;SMS;Tom and Jerry - The Movie                       ;(Europe  Brazil) (En
29de28a4;4f8d75ec;0256;SMS;Toto World 3                                    ;(Korea) (Unl)       
58b99750;58b99750;0032;SMS;TransBot                                        ;(USA  Europe  Brazil
4bc42857;4bc42857;0032;SMS;TransBot                                        ;(USA  Europe  Brazil
4c0f1aea;e5374022;0512;SMS;Trivial Pursuit - Genus Edition                 ;(Europe) (En Fr De E
178801d2;178801d2;0032;SMS;Ttoriui Moheom                                  ;(Korea) (En) (Unl)  
091f3e61;22cca9bb;0256;SMS;Turma da Monica em O Resgate                    ;(Brazil)            
1bae2ad2;de9f8517;0512;SMS;Ultima IV - Quest of the Avatar                 ;(Europe  Brazil) (En
c97301ac;b52d60c8;0512;SMS;Ultima IV - Quest of the Avatar                 ;(Europe  Brazil) (En
4a775f2b;15668ca4;0256;SMS;Ultimate Soccer                                 ;(Europe  Brazil) (En
76ce442a;20f40cae;0256;SMS;Vampire                                         ;(Europe) (Beta)     
cf5bd2df;dfb0b161;0256;SMS;Vigilante                                       ;(USA  Europe  Brazil
63efbb69;57f1545b;1024;SMS;Virtua Fighter Animation                        ;(Brazil) (En)       
6ff31d84;2db21448;0256;SMS;WWF Wrestlemania - Steel Cage Challenge         ;(Europe  Brazil) (En
6bea417d;da8e95a9;0256;SMS;WWF Wrestlemania - Steel Cage Challenge         ;(USA  Europe)       
361f657d;3d55759b;0256;SMS;Walter Payton Football                          ;(USA)               
8eb15626;5359762d;0128;SMS;Wanted                                          ;(USA  Europe  Brazil
28f6e4a5;6078ccdd;0064;SMS;Waternet                                        ;(World) (Aftermarket
49435157;88aa8ca6;0128;SMS;Where in the World is Carmen Sandiego           ;(Brazil) (En)       
5875a930;428b1e7c;0128;SMS;Where in the World is Carmen Sandiego           ;(USA)               
ae9c9c02;b14b6195;0256;SMS;Wimbledon                                       ;(Brazil) (En)       
1e2dd6db;912d92af;0256;SMS;Wimbledon                                       ;(Europe)            
ff149916;7f3afe58;0256;SMS;Wimbledon II                                    ;(Europe  Brazil) (En
ae274dd5;2fec2b4a;0512;SMS;Winter Olympics                                 ;(Brazil) (En Fr De E
4eeca446;a20290b6;0512;SMS;Winter Olympics                                 ;(Europe) (En Fr De E
790005d3;1f8efa1d;0256;SMS;Wolfchild                                       ;(Europe  Brazil) (En
a5d83add;e2fcb6f3;0128;SMS;Wonder Boy                                      ;(Japan  Europe) (En)
81b9bf24;73705c02;0128;SMS;Wonder Boy                                      ;(USA  Europe  Brazil
a9b0f41c;525f4f3d;0256;SMS;Wonder Boy III - The Dragon's Trap              ;(USA  Europe) (After
1da2a815;679e1676;0256;SMS;Wonder Boy III - The Dragon's Trap              ;(USA  Europe)       
e0c03256;8312c429;0256;SMS;Wonder Boy in Monster Land                      ;(USA  Europe) (Beta)
631d35df;8cbef0c1;0256;SMS;Wonder Boy in Monster Land                      ;(USA  Europe)       
ed924523;81bff9bb;0512;SMS;Wonder Boy in Monster World                     ;(Europe) (Beta)     
f6dd9514;7d7ce80b;0512;SMS;Wonder Boy in Monster World                     ;(Europe)            
d62963fa;a05258f5;0128;SMS;Wonsiin                                         ;(Korea) (Unl)       
315917d4;315917d4;0032;SMS;Woody Pop - Shinjinrui no Block Kuzushi         ;(Japan)             
11807cee;c9a449b7;0256;SMS;World Class Leaderboard                         ;(Europe  Brazil) (En
20c4ab54;6e1ad6fd;0128;SMS;World Cup Italia '90                            ;(Europe  Brazil) (En
8de42684;a0cf8b15;0128;SMS;World Cup Italia '90                            ;(USA) (Demo)        
7ad0eeab;a6bf8f9e;0512;SMS;World Cup USA 94                                ;(Europe  Brazil) (En
7642da0a;914d3fc4;0128;SMS;World Games                                     ;(Europe  Brazil) (En
a20bf917;a2a60bc8;0128;SMS;World Games                                     ;(Europe  Brazil) (En
2df3bf22;4aaad0d6;0128;SMS;World Grand Prix                                ;(Europe)            
b3dcb6d1;b5a9f824;0128;SMS;World Grand Prix                                ;(USA  Brazil) (En) (
0744a2f3;7b369892;0128;SMS;World Grand Prix                                ;(USA  Brazil) (En)  
33100a77;72112b75;0128;SMS;World Soccer                                    ;(World)             
f553e734;3e1387f6;0512;SMS;X-Men - Mojo World                              ;(Brazil) (En)       
b7abfd10;ec726c0d;0256;SMS;Xenon 2 - Megablast                             ;(Europe) (Rev 1)    
eb86c056;5c205ee1;0256;SMS;Xenon 2 - Megablast                             ;(Europe)            
95cdbfd2;565c799f;0048;SMS;Xyzolog                                         ;(Korea) (En) (Unl)  
ec6044c4;32759751;0256;SMS;Ys                                              ;(Japan)             
e8f659e0;e8b82066;0256;SMS;Ys - The Vanished Omens                         ;(USA  Europe) (Ja) (
3b286ba9;b33e2827;0256;SMS;Ys - The Vanished Omens                         ;(USA  Europe  Brazil
1203afc9;1203afc9;0032;SMS;Yuyryeong-ui Jip                                ;(Korea) (Unl)       
d3e4f96a;bba74147;0256;SMS;Zaxxon 3-D                                      ;(World) (Beta)      
2b1ea731;a3ef13cb;0256;SMS;Zaxxon 3-D                                      ;(World)             
3dedcfd8;7ba54510;0128;SMS;Zillion                                         ;(Europe  Brazil) (En
381417ea;60c19645;0128;SMS;Zillion                                         ;(Japan  Europe) (En 
ec599e5a;5718762c;0128;SMS;Zillion                                         ;(USA  Europe) (Rev 1
913b0368;5b1cf392;0128;SMS;Zillion II - The Tri Formation                  ;(World) (Beta)      
d9804f9c;2f2e3bc9;0128;SMS;Zillion II - The Tri Formation                  ;(World)             
a17c3dfd;9d9d0a5f;0256;SMS;Zool - Ninja of the 'Nth' Dimension             ;(Europe)            
fa282a4f;025790ff;0128;SMS;[BIOS] Alex Kidd in Miracle World               ;(BIOS Version) (Worl
fffd5d68;9c5bad91;0128;SMS;[BIOS] Alex Kidd in Miracle World               ;(Korea) (Unl)       
01c4d38d;cf4a09ea;0128;SMS;[BIOS] Alex Kidd in Miracle World               ;(USA  Europe)       
d90eaeca;91e93385;0128;SMS;[BIOS] Hang On & Safari Hunt                    ;(USA  Europe  Brazil
8e8eff11;8edf7ac6;0128;SMS;[BIOS] Hang On                                  ;(USA  Europe) (v3.4)
d99285c0;e79bb689;0128;SMS;[BIOS] Missile Defense 3-D                      ;(USA  Europe) (v4.4)
b3d854f8;b3d854f8;0008;SMS;[BIOS] Sega Master System                       ;(Europe) (v2.0)     
48d44a13;48d44a13;0008;SMS;[BIOS] Sega Master System                       ;(Japan) (v2.1)      
1a15dfcc;1a15dfcc;0008;SMS;[BIOS] Sega Master System                       ;(USA) (M404) (Proto)
ee2c29ba;ee2c29ba;0016;SMS;[BIOS] Sega Master System                       ;(USA) (Store Display
72bec693;72bec693;0008;SMS;[BIOS] Sega Master System                       ;(USA) (v1.0) (Proto)
0072ed54;0072ed54;0008;SMS;[BIOS] Sega Master System                       ;(USA  Europe) (v1.3)
92b6383f;81c3476b;0256;SMS;[BIOS] Sonic The Hedgehog                       ;(Europe)            
47b13b05;f85a8ce8;0256;GG ;5 in One FunPak                                 ;(USA)               
068a7580;1d17d2a0;0512;GG ;Aa Harimanada                                   ;(Japan)             
9a03c64b;1d01f999;0256;GG ;Addams Family  The                              ;(World)             
56972942;acce0d15;0511;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
862acb69;14867057;0510;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
06934151;50376471;0510;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
a87745e1;e57566f3;0510;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
e28507a0;a9cf66ed;0510;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
8e81ad27;c403264a;0511;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
3d65ca9c;50c2f1ad;0511;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
e3c4d934;fc916fd7;0511;GG ;Adventures of Batman & Robin  The               ;(USA  Europe) (Beta)
e3c4d934;bb4f23ff;0512;GG ;Adventures of Batman & Robin  The               ;(USA  Europe)       
fe7aa471;04fe6dde;0128;GG ;Aerial Assault                                  ;(World) (Rev 1)     
d95eba2b;3e549b7a;0128;GG ;Aerial Assault                                  ;(World)             
378f0fee;770e95e1;0512;GG ;Aladdin                                         ;(Japan)             
d396e746;5b1f717f;0512;GG ;Aladdin                                         ;(USA  Europe  Brazil
121976b9;8a1693ab;0512;GG ;Aladdin                                         ;(USA  Europe  Brazil
123cf9a8;75a7f142;0512;GG ;Aladdin                                         ;(USA  Europe  Brazil
3a128302;7a41c1dc;0512;GG ;Aladdin                                         ;(USA  Europe  Brazil
ffa0fd0f;06f6eebb;0256;GG ;Alien 3                                         ;(Japan)             
5ee2371c;11a68c08;0256;GG ;Alien 3                                         ;(USA  Europe)       
0c78ee8b;bb5e10e0;0128;GG ;Alien Syndrome                                  ;(Europe)            
0463c282;ffe4ed47;0128;GG ;Alien Syndrome                                  ;(Japan)             
d5b2f030;f167028e;0256;GG ;Andre Agassi Tennis                             ;(USA) (Beta)        
eba3bb30;46c9fa3e;0256;GG ;Andre Agassi Tennis                             ;(USA)               
6d16c02c;3deca813;0256;GG ;Arcade Classics                                 ;(USA)               
3b2ba239;f0204191;0256;GG ;Arch Rivals - The Arcade Game                   ;(USA)               
a8a0f2a8;152f0dcc;0128;GG ;Archer Maclean's Dropzone                       ;(Europe)            
930132ee;7cb3facf;0512;GG ;Arena                                           ;(USA  Europe)       
543f8794;97e3a18c;0256;GG ;Ariel - The Little Mermaid                      ;(USA  Europe  Brazil
53420302;35fa3f68;0256;GG ;Arliel - Crystal Densetsu                       ;(Japan)             
94678879;328c5cc8;0512;GG ;Asterix and the Great Rescue                    ;(Europe) (En Fr De E
b9f7c7f1;31bd3d8a;0512;GG ;Asterix and the Great Rescue                    ;(USA) (Beta) (1994-0
855a001c;faf09846;0512;GG ;Asterix and the Great Rescue                    ;(USA) (Beta) (1994-0
2c5815bc;66d8eb63;0512;GG ;Asterix and the Great Rescue                    ;(USA) (Beta) (1994-0
48063914;ba45f00f;0512;GG ;Asterix and the Great Rescue                    ;(USA) (En Fr De Es I
3ecd9588;1e8d735c;0512;GG ;Asterix and the Great Rescue                    ;(USA) (En Fr De Es I
90ba9182;78208b40;0512;GG ;Asterix and the Great Rescue                    ;(USA  Brazil) (En)  
83e595a6;c01a8051;0512;GG ;Asterix and the Secret Mission                  ;(Europe) (En Fr De) 
c33b8443;3435ab54;0256;GG ;Ax Battler - A Legend of Golden Axe             ;(USA  Europe  Brazil
be2ac074;663bcf8a;0256;GG ;Ax Battler - A Legend of Golden Axe             ;(USA  Europe  Brazil
fb8ae311;dfcf555f;0256;GG ;Ax Battler - Golden Axe Densetsu                ;(Japan)             
2535256a;661faeff;0256;GG ;Ayrton Senna's Super Monaco GP II               ;(Japan)             
1bd3e8df;6afb8ec6;0256;GG ;Ayrton Senna's Super Monaco GP II               ;(USA  Europe  Brazil
e900af3a;1d1b1dd3;0256;GG ;Ayrton Senna's Super Monaco GP II               ;(USA  Europe  Brazil
44b0757a;10ac9374;0256;GG ;Baku Baku                                       ;(Europe)            
5b6d5ac0;8d8bfdc4;0256;GG ;Baku Baku                                       ;(USA)               
a3a22f4d;7174b802;0256;GG ;Baku Baku Animal - Sekai Shiikugakari Senshu-ken;(Japan)             
3e3f0135;03a0ce9e;0256;GG ;Barbie Super Model                              ;(USA) (Proto) (1994-
64d4a5c2;618b19e2;0512;GG ;Batman Forever                                  ;(World)             
8dfbd90f;7ac4a3ca;0256;GG ;Batman Returns                                  ;(World)             
337382b5;16448209;0128;GG ;Batter Up                                       ;(USA)               
6f86720b;e9987511;0128;GG ;Battleship - The Classic Naval Combat Game      ;(USA)               
914c3f4b;cb3cd075;0256;GG ;Battletoads                                     ;(Japan  Europe) (En)
cb55eb30;817cc0ca;0256;GG ;Battletoads                                     ;(USA)               
2eb238ad;3858f14f;0512;GG ;Beavis and Butt-Head                            ;(USA  Europe) (Beta)
ae93f08d;a6bf865e;0512;GG ;Beavis and Butt-Head                            ;(USA  Europe)       
921c1cf4;75a7a8ca;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
1c9724ee;fcf47bc9;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
65757d61;a279c6bc;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
e9ef45bf;ffbf5abe;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
94fc2bb3;112b123f;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
768be726;882b8f53;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
0cc25970;50d400b8;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
c81a28cf;81a5e68f;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
aa636ec2;0e676927;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
9e06589a;f8f11b2a;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
9e06589a;d0971f78;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
67dff1e8;177d65ac;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
926c6403;f61ac1e8;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
0d02925f;b73486d6;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
88c33e82;e07b865e;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
f3eb28d6;167a4af6;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
9f18287a;217b1ef0;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA) (Beta) (1994-0
2ed3e721;a4bb9ffb;0256;GG ;Berenstain Bears' Camping Adventure  The        ;(USA)               
de8f5717;325b1797;0256;GG ;Berlin no Kabe                                  ;(Japan)             
223b8197;fe7374d2;0512;GG ;Bishoujo Senshi Sailor Moon S                   ;(Japan)             
0bf315f8;777dfd80;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
64fbd8f9;85510a57;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
bec50f15;dab43f8f;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
a4ba4257;1b081950;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
f8b4782e;eb3f22c2;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
eb01d428;ad6a62fa;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
17e87e15;63429025;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
346038c9;c2229b6e;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
a328d052;edaf25e7;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
304874bf;9907a738;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
6a5ddf55;91258adc;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
8513ca1f;9a405d0d;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
d7073aac;6d295894;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe) (Beta)
d7073aac;bfceba5f;0512;GG ;Bonkers Wax Up!                                 ;(USA  Europe)       
52a50923;69ebe5fa;0256;GG ;Bram Stoker's Dracula                           ;(Europe)            
f09f910c;d966ec47;0256;GG ;Bram Stoker's Dracula                           ;(USA)               
45338344;64d7a694;0128;GG ;BreakThru!                                      ;(USA) (Proto)       
60ee4b3d;be2dc770;0256;GG ;Bubble Bobble                                   ;(USA) (Beta)        
f762efb8;fba338c5;0256;GG ;Bubble Bobble                                   ;(USA)               
10866984;5c34d9cd;0512;GG ;Bugs Bunny in Double Trouble                    ;(USA  Europe)       
8b75612a;c90f29ef;0256;GG ;Bust-A-Move                                     ;(USA)               
cf997d60;7cb079d0;0128;GG ;Buster Ball                                     ;(Japan)             
1a2e13b6;a72a1753;0256;GG ;Buster Fight                                    ;(Japan)             
2e504db9;3ace6335;0256;GG ;CJ Elephant Fugitive                            ;(USA  Europe) (Beta)
8d1b9560;72981057;0256;GG ;CJ Elephant Fugitive                            ;(USA  Europe)       
ef5102ef;c53b60b8;0256;GG ;Caesars Palace                                  ;(USA)               
8b7222ca;5675dfdd;0256;GG ;Captain America and the Avengers                ;(USA)               
218da773;f6a697f8;0512;GG ;Car Licence                                     ;(Japan)             
496249e7;2b732056;0256;GG ;Casino FunPak                                   ;(USA)               
5206b8cd;dfc7adc8;0256;GG ;Chakan                                          ;(USA  Europe)       
e1f30f19;e21d2a88;0256;GG ;Championship Hockey                             ;(Europe)            
10313a99;4e78fd36;0512;GG ;Cheese Cat-Astrophe Starring Speedy Gonzales    ;(USA  Europe  Brazil
d4f23e69;da811ba6;0128;GG ;Chessmaster  The                                ;(USA  Europe  Brazil
ff00fe29;a5fa4eaf;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
d13c05d3;448c6890;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
541b8469;af43b940;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
86bf7407;9b2fd7f3;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
169066fa;2036d4b7;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
03e814fd;f2c24745;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
bf91c6b5;463a2197;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
29ef084e;3cdb35b1;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
d375f9e7;bf82cf83;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
0dafa1b3;4ac79cec;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
3c57f0bf;abe696e5;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
070403d4;5cd07aed;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
9ced0234;e1112763;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
26d6f26a;d3614e4e;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
248e9085;f68a3581;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
631d4525;e3c0ea98;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
f8e225df;e3c0ea98;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
f87c0daf;e44d1b01;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
b5c2e3b9;42becef6;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
f0edd2c4;afe46aa8;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
1d0eee38;dd5f9327;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
594802a5;b0597a54;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
04f7a8a8;8e149bb8;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
ae20188c;26ced733;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En) (
079483c7;6b0fcec3;0512;GG ;Chicago Syndicate                               ;(USA  Brazil) (En)  
8d685bdd;c2e8a692;0256;GG ;Choplifter III                                  ;(USA)               
d10af45f;cb3a1d23;0256;GG ;Chuck Rock                                      ;(World) (Beta)      
3e92085d;191b1ed8;0256;GG ;Chuck Rock                                      ;(World)             
272eaf69;656708bf;0256;GG ;Chuck Rock II - Son of Chuck                    ;(Europe  Brazil) (En
5d3c8e78;3fcc28c9;0256;GG ;Chuck Rock II - Son of Chuck                    ;(USA)               
4ffa6d38;bf75b153;0256;GG ;Cliffhanger                                     ;(USA)               
8c405254;d228a467;0128;GG ;Clutch Hitter                                   ;(USA)               
d88e654c;c7598b81;0512;GG ;Coca-Cola Kid                                   ;(Japan)             
ac37e092;ac37e092;0032;GG ;Columns                                         ;(Japan) (En) (Rev 1)
f3ca6676;f3ca6676;0032;GG ;Columns                                         ;(Japan) (En)        
83fa26d9;83fa26d9;0032;GG ;Columns                                         ;(USA  Europe  Brazil
a53eae09;ba0714db;0256;GG ;Cool Spot                                       ;(Europe)            
1e91acae;2c758fc8;0256;GG ;Cool Spot                                       ;(USA)               
964145a3;6caa625b;0256;GG ;Cosmic Spacehead                                ;(USA  Europe)       
a4eaa6f4;03d28eab;0512;GG ;Crayon Shin-chan - Taiketsu! Kantam Panic!!     ;(Japan)             
40e75b72;46ad6257;0128;GG ;Crazy Faces                                     ;(Europe) (Proto)    
5cbe3871;529c864e;0256;GG ;Crystal Warriors                                ;(USA  Europe)       
c7819e63;6352ef00;0512;GG ;CutThroat Island                                ;(USA) (Beta)        
c9f075fe;6a24e47e;0512;GG ;CutThroat Island                                ;(USA)               
e9059af4;aae268fc;0512;GG ;Daffy Duck in Hollywood                         ;(Europe  Brazil) (En
9fbf5347;696f446d;0256;GG ;David Robinson's Supreme Court                  ;(USA) (Auto Demo)   
b9c9b984;5a136d7e;0512;GG ;Deep Duck Trouble Starring Donald Duck          ;(USA  Europe)       
048eab97;c674eccc;0256;GG ;Defenders of Oasis                              ;(USA  Europe) (Beta)
433789b1;41a367a0;0512;GG ;Defenders of Oasis                              ;(USA  Europe) (Virtu
66f4745e;e2791cc1;0512;GG ;Defenders of Oasis                              ;(USA  Europe)       
e981e993;ec808026;0256;GG ;Desert Speedtrap Starring Road Runner and Wile E;(Europe) (En Fr De E
53f89395;c2e111ac;0256;GG ;Desert Speedtrap Starring Road Runner and Wile E;(USA  Brazil) (En)  
0284634d;3e44eca3;0512;GG ;Desert Strike                                   ;(Europe) (En Fr De E
1c4b4df8;f6c400da;0512;GG ;Desert Strike - Return to the Gulf              ;(USA)               
594340b2;d43ac6c5;0128;GG ;Devilish                                        ;(Europe  Brazil) (En
0a14a099;25db174f;0128;GG ;Devilish                                        ;(Japan)             
c781c6f1;c01293b0;0128;GG ;Devilish                                        ;(USA)               
d03b1123;2306aaf4;0256;GG ;Dinobasher Starring Bignose the Caveman         ;(Europe) (Proto)    
37c82e4a;4457e7c0;0512;GG ;Donald Duck no 4-Tsu no Hihou                   ;(Japan)             
7fd5961a;2d98bd87;0256;GG ;Donald Duck no Lucky Dime                       ;(Japan)             
aceb44de;87b8b612;0512;GG ;Donald no Magical World                         ;(Japan) (En Ja)     
fff9b84d;9a8b2c16;0256;GG ;Doraemon - Noranosuke no Yabou                  ;(Japan)             
19526aa0;733292a6;0512;GG ;Doraemon - Waku Waku Pocket Paradise            ;(Japan)             
812f90be;331904c0;0256;GG ;Double Dragon                                   ;(USA  Europe) (Beta)
88836f8c;1307a290;0256;GG ;Double Dragon                                   ;(USA  Europe)       
82f52804;c9907dce;0128;GG ;Dr. Franken                                     ;(Europe) (Demo)     
6c982983;3c2d4f48;0256;GG ;Dr. Robotnik's Mean Bean Machine                ;(USA  Europe)       
6d3fac50;12e0e85b;0256;GG ;Dragon - The Bruce Lee Story                    ;(Europe) (Beta)     
f5f76817;19e1cf2b;0256;GG ;Dragon - The Bruce Lee Story                    ;(Europe)            
4bdf7277;17f588e8;0256;GG ;Dragon - The Bruce Lee Story                    ;(USA)               
faf43309;baf4369d;0128;GG ;Dragon Crystal                                  ;(USA  Europe) (Virtu
e761622c;0ef2ed93;0128;GG ;Dragon Crystal                                  ;(USA  Europe)       
33352944;9c8534ec;0128;GG ;Dragon Crystal - Tsurani no Meikyuu             ;(Japan) (Virtual Con
ea74852f;89f12e1e;0128;GG ;Dragon Crystal - Tsurani no Meikyuu             ;(Japan)             
76a5f5ae;77ed48f5;0512;GG ;Dunk Kids                                       ;(Japan)             
e8059563;843556b1;0512;GG ;Dynamite Headdy                                 ;(Japan) (Beta)      
4ecc1760;f6af4b6b;0512;GG ;Dynamite Headdy                                 ;(Japan)             
5a7a41e8;7bf339c0;0512;GG ;Dynamite Headdy                                 ;(USA  Europe) (Beta)
b198784e;49389319;0512;GG ;Dynamite Headdy                                 ;(USA  Europe) (Beta)
81e81fd1;c7bea89a;0512;GG ;Dynamite Headdy                                 ;(USA  Europe) (Beta)
27b81d09;610ff95c;0512;GG ;Dynamite Headdy                                 ;(USA  Europe)       
28a3b89f;691ae339;0512;GG ;Earthworm Jim                                   ;(Europe)            
3e861408;5d3f23a9;0512;GG ;Earthworm Jim                                   ;(USA)               
cfed7293;e2f3b203;0512;GG ;Ecco - The Tides of Time                        ;(USA  Europe  Brazil
1f620d8a;a32eb9d5;0512;GG ;Ecco The Dolphin                                ;(Japan)             
532df4a0;55036bc6;0512;GG ;Ecco The Dolphin                                ;(USA  Europe  Brazil
ed55c1f4;d4c74c02;0512;GG ;Ecco The Dolphin                                ;(USA  Europe  Brazil
829a1c6e;866c7113;0512;GG ;Ecco The Dolphin                                ;(USA  Europe  Brazil
ab179e28;ba9cef4f;0512;GG ;Ecco The Dolphin II                             ;(Japan)             
88965a59;64f17cac;0512;GG ;Empire Syndicate                                ;(Unknown) (Beta)    
c26e5fde;5e53c7f7;0256;GG ;Ernie Els Golf                                  ;(Europe) (En Fr De E
2e4c1582;04302bbd;0256;GG ;Eternal Legend - Eien no Densetsu               ;(Japan)             
da2048ef;36aaf536;0256;GG ;Evander Holyfield's 'Real Deal' Boxing          ;(USA  Europe)       
97012fee;8bdb0806;0256;GG ;F-15 Strike Eagle                               ;(USA  Europe)       
87ecdd6f;d0a93e00;0256;GG ;F1                                              ;(USA  Europe)       
a8c98749;107092d0;0256;GG ;F1 - World Championship Edition                 ;(Europe)            
fba8bbbe;78159325;0512;GG ;FIFA International Soccer                       ;(Japan)             
009cdbdd;e632a3a2;0512;GG ;FIFA International Soccer                       ;(USA  Europe)       
e58cd8ce;c379de95;0512;GG ;FIFA Soccer 96                                  ;(USA  Europe) (En Fr
d277128e;aaf6f87d;0256;GG ;Faceball 2000                                   ;(Japan)             
bbdf8a51;59e3be92;0128;GG ;Factory Panic                                   ;(Europe  Brazil) (En
cd31ab81;d69097e8;0128;GG ;Fantasy Zone                                    ;(Japan  Europe) (En)
da2c9266;fad007df;0128;GG ;Fantasy Zone                                    ;(USA  Brazil) (En)  
5deb14c5;fbd76387;0512;GG ;Fatal Fury Special                              ;(Europe)            
cbd730d6;44978700;0512;GG ;Fatal Fury Special                              ;(USA)               
dbe0fba5;d46d5685;0512;GG ;Foreman for Real                                ;(Japan  USA) (En)   
14e80c87;c443c35c;0512;GG ;Frank Thomas Big Hurt Baseball                  ;(USA)               
32ba26e0;e123d9b8;0256;GG ;Fray - Shugyou Hen                              ;(Japan)             
889b0d40;b1196cd7;0512;GG ;Fred Couples Golf                               ;(Japan)             
6480b0ee;46f40b9f;0512;GG ;Fred Couples Golf                               ;(USA)               
fe0e3b6e;02bbf994;0128;GG ;Frogger                                         ;(USA) (Proto)       
c96e0d6e;751dad4c;0512;GG ;From TV Animation Slam Dunk - Shouri e no Starti;(Japan)             
0c4a5420;33237f50;0128;GG ;G-LOC - Air Battle                              ;(Japan) (Rev 1)     
28224c92;2333f615;0128;GG ;G-LOC - Air Battle                              ;(Japan)             
