chksm1(8);chksm2(8);Size(4);Type(3);Title(48);Region(20)
5db5db7f;e4b7c56a;0256;SMS;Hwarang-ui Geom                                 ;(Korea) (Unl)       
9c077b3b;71c4ca8f;0128;SMS;Impossible Mission                              ;(Europe  Brazil) (En
59c2db91;64d6af3b;0128;SMS;Impossible Mission                              ;(Europe  Brazil) (En
c8998526;b4584dde;0256;SMS;Incredible Crash Dummies  The                   ;(Europe  Brazil) (En
e6e9e97b;be9a7071;0512;SMS;Incredible Hulk  The                            ;(Europe  Brazil) (En
bb708f11;8aeb574b;0256;SMS;Indiana Jones and the Last Crusade              ;(Europe  Brazil) (En
f3faa23a;acec894d;0256;SMS;Indiana Jones and the Last Crusade              ;(USA) (Proto)       
45ff1807;cfb4bd7b;0256;SMS;James 'Buster' Douglas Knockout Boxing          ;(USA) (Sample)      
d3b7a164;6a664405;0256;SMS;James 'Buster' Douglas Knockout Boxing          ;(USA)               
7c61d225;8feff688;0256;SMS;James Bond 007 - The Duel                       ;(Brazil) (En)       
7a45bb07;8d23587f;0256;SMS;James Bond 007 - The Duel                       ;(Europe)            
53987c1e;102d5fea;0512;SMS;James Pond 2 - Codename RoboCod                 ;(Europe  Brazil) (En
869e4ed2;18fb98a3;1024;SMS;Jang Pung 3                                     ;(Korea) (Unl)       
8eddaabe;76c5bdfb;0256;SMS;Jang Pung II                                    ;(Korea) (En) (Unl)  
7f27f57c;929222c4;0512;SMS;Jang Pung II                                    ;(Korea) (Unl)       
746bb2b2;192949d5;0512;SMS;Janggun-ui Adeul                                ;(Korea) (Unl)       
1c4b1998;0a9089e5;0256;SMS;Joe Montana Football                            ;(USA  Europe  Brazil
a609d438;45c50294;0256;SMS;Jogos de Verao II                               ;(Brazil) (En)       
4af4f807;695a9a15;0256;SMS;Jungle Book  The                                ;(Europe  Brazil) (En
ac1ae776;0667ed9f;0512;SMS;Jurassic Park                                   ;(Europe  Brazil) (En
96decaab;2b435fd6;0128;SMS;KLAX                                            ;(Europe)            
6cf652d1;05ea5353;0256;SMS;Kenseiden                                       ;(Japan)             
6f8530fe;516ed32e;0256;SMS;Kenseiden                                       ;(USA  Europe  Brazil
0ae470e5;0ae470e5;0032;SMS;King & Balloon                                  ;(Korea) (En) (Unl)  
04e6e301;b7fe0a9d;0128;SMS;King's Quest - Quest for the Crown              ;(USA) (Beta)        
79235415;f8d33bc4;0128;SMS;King's Quest - Quest for the Crown              ;(USA)               
bce5b4b7;f89af3cc;0128;SMS;Knightmare II - The Maze of Galious             ;(Korea) (Unl)       
92cfbcf7;64a585eb;0256;SMS;Krusty's Fun House                              ;(Europe  Brazil) (En
c26d2840;d11d32e4;0512;SMS;Kujaku Ou                                       ;(Japan)             
29cdf457;4 76E+25;0128;SMS;Kung Fu Kid                                     ;(Taiwan) (En) (Unl) 
8d6239b0;1e949d1f;0128;SMS;Kung Fu Kid                                     ;(USA  Europe  Brazil
be8477fb;24e97200;0512;SMS;Land of Illusion Starring Mickey Mouse          ;(Europe  Brazil) (En
80fbe90b;0ca95637;0256;SMS;Laser Ghost                                     ;(Europe)            
bc5b0f27;6350e649;0512;SMS;Legend of Illusion Starring Mickey Mouse        ;(Brazil) (En)       
5e379d7c;2c61ed88;0256;SMS;Lemmings                                        ;(Europe) (Beta)     
7651eafe;f369b2d8;0256;SMS;Lemmings                                        ;(Europe  Brazil) (En
063e460e;cf5aecca;0512;SMS;Lemmings 2 - The Tribes                         ;(Europe) (Proto) (19
8b325c36;cb09f355;0512;SMS;Line of Fire                                    ;(Europe  Brazil) (En
9896e3e9;c352c7eb;0512;SMS;Lion King  The                                  ;(Europe  Brazil) (En
e1dc644d;aa7d6f45;0256;SMS;Lord of Sword                                   ;(Japan)             
f29fd582;7eaed675;0256;SMS;Lord of Sword                                   ;(Taiwan) (Ja) (Unl) 
43839538;e8511b08;0256;SMS;Lord of the Sword                               ;(USA  Europe  Brazil
dfeb93e3;323f357f;0128;SMS;Loretta no Shouzou - Sherlock Holmes            ;(Japan)             
180d6bf0;7f6d0df6;0256;SMS;Lucky Dime Caper Starring Donald Duck  The      ;(Europe  Brazil) (En
3d635cb0;a1710f13;0256;SMS;Lucky Dime Caper Starring Donald Duck  The      ;(Europe  Brazil) (En
094610f5;01b605fb;0064;SMS;Lucky Penguin                                   ;(World) (v1.0) (Afte
fbc4a09b;69699887;0048;SMS;Lucky Penguin                                   ;(World) (v1.1) (Afte
c01f2198;996b2a07;0128;SMS;Mahjong Sengoku Jidai                           ;(Japan) (Beta)      
e7a28005;bcfbfc67;0128;SMS;Mahjong Sengoku Jidai                           ;(Japan  Hong Kong) (
4c88735b;ca860451;0128;SMS;Makai Retsuden                                  ;(Japan)             
f06b014c;21a21352;0256;SMS;Maou Golvellius                                 ;(Japan) (Beta)      
634ffc3e;bf0411ad;0256;SMS;Maou Golvellius                                 ;(Japan)             
6da43ec2;bf6f3e5f;0256;SMS;Marble Madness                                  ;(Europe)            
c132a6a8;e8215c2e;0128;SMS;Marksman Shooting & Trap Shooting & Safari Hunt ;(Europe)            
d2fc7c01;e8ea842c;0128;SMS;Marksman Shooting & Trap Shooting               ;(USA  Brazil) (En)  
804b40a5;96fb4d4b;0256;SMS;Master of Darkness                              ;(Europe  Brazil) (En
d250dfc2;93141463;0256;SMS;Masters of Combat                               ;(Europe  Brazil) (En
c64ec194;31b8040b;0128;SMS;Maze Hunter 3-D                                 ;(USA  Europe  Brazil
a0e04dc1;871562b0;0128;SMS;Maze Walker                                     ;(Japan)             
c679f1b5;29bc7fad;0128;SMS;Megumi Rescue                                   ;(Japan)             
f94c8bda;d7416b83;0512;SMS;Mercs                                           ;(Europe  Brazil) (En
01154036;54123936;0256;SMS;Michael Jackson's Moonwalker                    ;(USA  Europe  Brazil
a48d49db;56cc906b;0256;SMS;Michael Jackson's Moonwalker                    ;(USA  Europe  Brazil
791a96a6;9942b69b;0256;SMS;Mickey Mouse no Castle Illusion                 ;(Japan)             
66247f26;2b86bcd7;0512;SMS;Mickey's Ultimate Challenge                     ;(Brazil) (En)       
adb3aa0a;a577ce46;0256;SMS;Micro Machines                                  ;(Europe)            
41cc2ade;41cc2ade;0032;SMS;Micro Xevious  The                              ;(Korea) (Unl)       
3199eb36;301a59aa;0256;SMS;Miracle Warriors - Seal of The Dark Lord        ;(USA  Europe  Brazil
5a88f38c;0e333b6e;0256;SMS;Miracle Warriors - Seal of The Dark Lord        ;(USA  Europe  Brazil
8710b065;43def05d;0128;SMS;Missile Defense 3-D                             ;(USA  Europe  Brazil
6c80dfb8;fbe5cfbb;0128;SMS;Missile Defense 3-D                             ;(USA  Europe  Brazil
24d00b0e;01d67c0b;0256;SMS;Monica no Castelo do Dragao                     ;(Brazil)            
63ebc5bb;026d94a4;0128;SMS;Monopoly                                        ;(Europe) (Rev A)    
6c53fa35;7e9d87fc;0128;SMS;Monopoly                                        ;(USA) (Beta)        
377bd3a7;69538469;0128;SMS;Monopoly                                        ;(USA  Europe)       
0b4b2dcd;575d0fcf;0128;SMS;Montezuma's Revenge - Featuring PANAMA JOE      ;(USA) (Beta)        
2dd00c8e;82fda895;0128;SMS;Montezuma's Revenge - Featuring PANAMA JOE      ;(USA)               
b49aa6fc;b49aa6fc;0032;SMS;Mopiranger                                      ;(Korea) (En) (Unl)  
974754b8;302dc686;0512;SMS;Mortal Kombat                                   ;(Europe  Brazil) (En
683cfbcc;395ae757;0512;SMS;Mortal Kombat 3                                 ;(Brazil) (En)       
0cf1385f;2663bf18;0512;SMS;Mortal Kombat II                                ;(Europe  Brazil) (En
7a2f3623;3cd816c6;0128;SMS;Ms. Pac-Man                                     ;(Europe  Brazil) (En
62f0c23d;62f0c23d;0032;SMS;My Hero                                         ;(USA  Europe  Brazil
33bc127a;332a847d;0512;SMS;NBA Jam                                         ;(Europe) (Proto)    
9f2fdead;5b5f9106;0256;SMS;Nekkyuu Koushien                                ;(Japan)             
23c2c957;e316c06d;0128;SMS;Nemesis                                         ;(Korea) (Unl)       
565d78d1;0a77fa5e;0128;SMS;Nemesis 2                                       ;(Korea) (En) (Unl)  
dbbf4dd1;dbbf4dd1;0032;SMS;New Boggle Boggle 2                             ;(Korea) (En) (Unl)  
6f0307e7;c660ff34;0256;SMS;NewZealand Story  The                           ;(Europe)            
e483776c;320313ec;0128;SMS;Ninja                                           ;(Japan)             
4af301a3;761e9396;0256;SMS;Ninja Gaiden                                    ;(Europe  Brazil) (En
7fcc707b;1b1d8cc2;0256;SMS;Ninja Gaiden                                    ;(Europe  Brazil) (En
44db6509;66a15bd9;0128;SMS;Ninja  The                                      ;(USA  Europe  Brazil
068d01b0;b6207f0d;0128;SMS;Northen Ken                                     ;(Taiwan) (Ja) (Unl) 
c9749c93;d1a7b1aa;0256;SMS;Olympic Gold                                    ;(Brazil) (En Fr De E
9ac1a870;6a5a1e39;0256;SMS;Olympic Gold                                    ;(Europe) (En Fr De E
61ac4509;a2f9c7af;0256;SMS;Olympic Gold                                    ;(Japan  USA  Brazil)
58dead2d;3382d73f;0256;SMS;Olympic Gold                                    ;(Taiwan) (En Fr De E
3fbb466e;bea27d5c;0128;SMS;Opa Opa                                         ;(Japan)             
d63ab507;205caae8;0256;SMS;Operation Wolf                                  ;(Europe  Brazil) (En
4e70b49e;82ef2a7d;0256;SMS;Ottifants  The                                  ;(Europe  Brazil) (En
8470a059;5589d8d2;0256;SMS;OutRun                                          ;(World)             
2e79155a;4e684ec0;0256;SMS;OutRun 3-D                                      ;(Europe  Brazil) (En
eecdbf4f;d6f43dda;0256;SMS;OutRun 3-D                                      ;(Europe  Brazil) (En
d5408340;3932adbc;0256;SMS;OutRun Europa                                   ;(Europe  Brazil) (En
92d16bc7;f037ec00;0256;SMS;OutRun Europa                                   ;(USA)               
8b064b4e;95b9ea95;0256;SMS;PGA Tour Golf                                   ;(Europe)            
42a47e47;be57a9a5;0128;SMS;Pac-Mania                                       ;(Europe)            
0c9aafae;354bee78;0128;SMS;Paper Boy                                       ;(Taiwan) (En) (Unl) 
c72615a5;294e0759;0128;SMS;Paperboy                                        ;(Europe)            
e9395381;327a0b4c;0128;SMS;Paperboy                                        ;(USA  Brazil) (En)  
c09b45a5;e030e66c;0128;SMS;Parlour Games                                   ;(USA  Europe)       
f9c75c52;9aefe664;0256;SMS;Pat Riley Basketball                            ;(USA) (Proto)       
d85758a9;44552500;0128;SMS;Penguin Adventure                               ;(Korea) (En) (Unl)  
3 01E+74;f97e9875;0128;SMS;Penguin Land                                    ;(USA  Europe)       
e1b009e0;75971bef;0512;SMS;Phantasy Star                                   ;(Brazil) (En)       
c2f3183d;07301f83;0512;SMS;Phantasy Star                                   ;(Japan) (Virtual Con
231f5644;6605d36a;0512;SMS;Phantasy Star                                   ;(Japan)             
06134112;747e83b5;0512;SMS;Phantasy Star                                   ;(Korea) (Unl)       
2cd2d866;00bef1d7;0512;SMS;Phantasy Star                                   ;(USA  Europe) (Rev A
4057aea2;e4a65e79;0512;SMS;Phantasy Star                                   ;(USA  Europe)       
7dd5549d;df96f194;0552;SMS;Phantasy Star                                   ;(World) (Ja) (Sega A
fd9966d0;a1e090b9;0528;SMS;Phantasy Star                                   ;(World) (Sega Ages) 
b7c8408e;aa4d4b5a;0512;SMS;Pit-Fighter                                     ;(Brazil) (En)       
650520f4;b840a446;0512;SMS;Pit-Fighter                                     ;(Europe)            
ca082218;ca082218;0032;SMS;Pooyan                                          ;(Korea) (En) (Unl)  
dc15cc99;c7a1fdef;0256;SMS;Populous                                        ;(Europe  Brazil) (En
aa8e729c;abd48ad2;0256;SMS;Poseidon Wars 3-D                               ;(USA  Europe  Brazil
6d309ac5;6d309ac5;0032;SMS;Power Boggle Boggle                             ;(Korea) (En) (Unl)  
936eb055;4077efd9;0128;SMS;Power Strike                                    ;(USA  Europe  Brazil
bc88957b;a109a6fe;0512;SMS;Power Strike II                                 ;(Europe  Brazil) (En
7778e256;e3c0ea98;0032;SMS;Ppang Gongjang                                  ;(Korea) (En) (Unl)  
eb95670e;2b54c82b;0256;SMS;Predator 2                                      ;(Brazil) (En)       
65dce058;0047b615;0256;SMS;Predator 2                                      ;(Europe)            
c0e5ef66;e5f789b9;0256;SMS;Predator 2                                      ;(USA  Europe)       
15159375;7704287d;0256;SMS;Prince of Persia                                ;(Europe  Brazil) (En
af2ca31b;cafd2d83;0256;SMS;Prince of Persia                                ;(Taiwan) (En) (Unl) 
4edcd21f;45f058d6;0256;SMS;Prince of Persia                                ;(USA  Europe) (Beta)
787a4651;311d2863;0256;SMS;Prince of Persia                                ;(USA  Europe)       
9654e25c;fbde42d3;0128;SMS;Pro Wrestling                                   ;(USA  Europe  Brazil
00bf4105;da9be8f0;0128;SMS;Pro Yakyuu  The - Pennant Race                  ;(Japan)             
30af0233;30af0233;0032;SMS;Promocao Especial M. System III Compact         ;(Brazil) (Sample)   
9cef4d35;5c0b1f0f;0256;SMS;Psychic World                                   ;(Europe  Brazil) (En
f473b137;4bf0e1cc;0256;SMS;Psycho Fox                                      ;(USA  Europe  Brazil
69d470fa;97993479;0256;SMS;Psycho Fox                                      ;(USA  Europe  Brazil
688f00e6;8167ccc4;0128;SMS;Putt & Putter                                   ;(Europe  Brazil) (En
bc013480;357d4f78;0128;SMS;Putt & Putter                                   ;(Europe  Brazil) (En
76e8265f;76e8265f;0032;SMS;Puzzle Game                                     ;(Korea) (En) (Unl)  
7cdc4937;cacdf759;0128;SMS;Quartet                                         ;(Taiwan) (En) (Unl) 
60299041;e0f34fa6;0128;SMS;Quartet                                         ;(USA  Europe)       
a965868f;f42e145c;0512;SMS;Quest for the Shaven Yak Starring Ren Hoek & Sti;(Brazil) (En)       
4ebf30b3;e532716f;0512;SMS;R-Type                                          ;(Taiwan) (En) (Unl) 
a331b736;0d0840d5;0512;SMS;R-Type                                          ;(World) (Beta)      
3cb84601;bb54b6b0;0512;SMS;R-Type                                          ;(World)             
9fc63cfe;56201996;0256;SMS;R.C. Grand Prix                                 ;(USA)               
6b86bee8;767f11b8;0256;SMS;R.C. Grand Prix                                 ;(USA  Europe  Brazil
86493740;54316fea;0256;SMS;R.C. Grand Prix                                 ;(USA  Europe  Brazil
a336bfe7;00ec173a;0256;SMS;Rainbow Islands                                 ;(Brazil) (En)       
86c966e3;c172a22c;0256;SMS;Rainbow Islands                                 ;(Europe)            
74d35992;bbda65f0;0128;SMS;Rambo - First Blood Part II                     ;(USA)               
f6b23dc3;da5a7013;0256;SMS;Rambo III                                       ;(USA  Europe  Brazil
6fc4334d;0e0d6c7a;0256;SMS;Rampage                                         ;(USA  Europe  Brazil
6473b941;42fc47ee;0256;SMS;Rampage                                         ;(USA  Europe  Brazil
6008860b;426e5c8a;0256;SMS;Rampart                                         ;(Europe)            
f788647e;f063bfc8;0256;SMS;Rastan                                          ;(USA  Europe  Brazil
147dc314;c547eb1b;0256;SMS;Rastan                                          ;(USA  Europe  Brazil
f5280655;9c76fb3a;0256;SMS;Rastan Saga                                     ;(Japan)             
45fb7f9d;6d94bb0e;0256;SMS;Reggie Jackson Baseball                         ;(USA)               
1871fa62;3be7f641;0256;SMS;Renegade                                        ;(Europe  Brazil) (En
1b6ddf17;79ac8e7f;0128;SMS;Rescue Mission                                  ;(USA  Europe  Brazil
8034bd27;8034bd27;0032;SMS;Road Fighter                                    ;(Korea) (En) (Unl)  
6cbb12f5;b876fc74;0512;SMS;Road Rash                                       ;(Europe  Brazil) (En
bcd67ded;9f951756;0256;SMS;RoboCop 3                                       ;(Europe  Brazil) (En
9fc771ec;8212b754;0512;SMS;RoboCop versus The Terminator                   ;(Europe  Brazil) (En
8777f700;1bcc7be3;0256;SMS;Rocky                                           ;(World)             
508ca81f;1fdae719;0256;SMS;Running Battle                                  ;(Europe  Brazil) (En
b4695baa;1de2c2d0;0128;SMS;SDI                                             ;(Japan)             
e88fea17;66388128;0256;SMS;Sagaia                                          ;(Europe  Brazil) (En
643b6b76;643b6b76;0032;SMS;Sagak-ui Bimil                                  ;(Korea) (En) (Unl)  
a8629058;97d03541;1024;SMS;Samgukji 3                                      ;(Korea) (Unl)       
8485b8ef;0e7a5f9f;0128;SMS;Sapo Xule - O Mestre do Kung Fu                 ;(Brazil)            
582dbef6;7ab2946a;0128;SMS;Sapo Xule - S.O.S. Lagoa Poluida                ;(Brazil  Portugal) (
7cc31fee;9a608327;0256;SMS;Sapo Xule vs. Os Invasores do Brejo             ;(Brazil)            
1 62E+23;1 62E+23;0032;SMS;Satellite 7                                     ;(Japan)             
63375574;7982ae67;0256;SMS;Schtroumpfs Autour du Monde  Les                ;(Europe) (En Fr De E
01104c70;97e5bb7d;0256;SMS;Schtroumpfs Autour du Monde  Les                ;(Europe) (En Fr De E
6c698149;9a8b28ec;0256;SMS;Scramble Spirits                                ;(Europe  Brazil) (En
e2f1d6a2;7d59283b;0256;SMS;Scramble Spirits                                ;(Taiwan) (En) (Unl) 
a99299f8;52911400;0128;SMS;Secret Command                                  ;(Europe)            
65986f00;a8061aef;0256;SMS;Sega Chess                                      ;(Europe  Brazil) (En
276aa542;276aa542;0032;SMS;Sega Graphic Board                              ;(USA) (v2.0) (Proto)
c0b63ca1;296879dd;0256;SMS;Sega World Tournament Golf                      ;(Europe  Brazil) (En
f0ba2bc6;f0ba2bc6;0032;SMS;Seishun Scandal                                 ;(Japan)             
12fe5a4c;f8176918;0128;SMS;Sensible Soccer                                 ;(Europe)            
d229f42a;ab67c6bd;0512;SMS;Shadow Dancer                                   ;(Taiwan) (En) (Unl) 
b26eee29;3793c01a;0512;SMS;Shadow Dancer - The Secret of Shinobi           ;(Europe  Brazil) (En
c73829c8;1575581d;0256;SMS;Shadow of the Beast                             ;(Europe  Brazil) (En
61a8970a;ac2ea669;0256;SMS;Shadow of the Beast                             ;(Taiwan) (En) (Unl) 
600efa95;d5d25156;0128;SMS;Shanghai                                        ;(USA  Europe) (Beta)
309593ee;aab67ec3;0128;SMS;Shanghai                                        ;(USA  Europe)       
33e0fd5a;89efcc22;0128;SMS;Shangwei Mingling                               ;(Taiwan) (En) (Unl) 
007af5f7;e1fff1bb;0256;SMS;Shinobi                                         ;(Japan  Brazil) (Ja)
f1cd49a0;0c6fac4e;0256;SMS;Shinobi                                         ;(USA  Europe  Brazil
ba2db09b;4b051022;0128;SMS;Shooting Gallery                                ;(USA  Europe  Brazil
733fd70e;e66c6eb3;0128;SMS;Simpsons Trivia                                 ;(World) (v1.00) (Aft
c741feaa;b308015e;0128;SMS;Simpsons Trivia                                 ;(World) (v1.01) (Aft
680885d7;8a915056;0128;SMS;Simpsons Trivia                                 ;(World) (v1.02) (Aft
26dc1962;d1cc08ee;0256;SMS;Simpsons  The - Bart vs. The Space Mutants      ;(Europe  Brazil) (En
152c30a0;f6b2370a;0256;SMS;Simpsons  The - Bart vs. The World              ;(Europe  Brazil) (En
3fae6771;abdf3923;1024;SMS;Sitio do Picapau Amarelo                        ;(Brazil)            
77ba2667;77ba2667;0032;SMS;Sky Fighter                                     ;(Korea) (En) (Unl)  
e3f260ca;e3f260ca;0032;SMS;Sky Jaguar                                      ;(Korea) (Clover) (Un
5b8e65e4;5b8e65e4;0032;SMS;Sky Jaguar                                      ;(Korea) (Unl)       
4aa2f0b1;fbb0a92a;0256;SMS;Slap Shoot                                      ;(USA) (Beta)        
05118d26;d33b296a;0256;SMS;Slap Shot                                       ;(Europe) (Sample)   
337c8a5b;c93bd0e9;0256;SMS;Slap Shot                                       ;(Europe)            
1f8b6a60;702c3e98;0256;SMS;Slap Shot                                       ;(USA  Europe  Brazil
299c9990;3e63768a;0256;SMS;Smurfs  The                                     ;(Europe  Brazil) (En
ca64461c;92dc4cd6;0128;SMS;Solomon no Kagi - Oujo Rihita no Namida         ;(Japan) (Beta)      
9ed5c6e8;11645549;0128;SMS;Solomon no Kagi - Oujo Rihita no Namida         ;(Japan)             
4ba2e3f0;96b3f29e;1024;SMS;Sonic Blast                                     ;(Brazil) (En)       
1aba3dea;d3ad67fa;0512;SMS;Sonic Chaos                                     ;(Europe  Brazil) (En
537765fb;765234d8;0512;SMS;Sonic Chaos                                     ;(Europe  Brazil) (En
74475485;aedf3bdf;0512;SMS;Sonic Chaos                                     ;(Europe  Brazil) (En
d3825a03;11c1bc8a;0512;SMS;Sonic Spinball                                  ;(Europe  Brazil) (En
9bee2e44;b519e833;0256;SMS;Sonic The Hedgehog                              ;(USA  Europe  Brazil
48aa7f29;d6f2bfca;0512;SMS;Sonic The Hedgehog 2                            ;(Europe  Brazil) (En
de0fd60d;5b3b922c;0512;SMS;Sonic The Hedgehog 2                            ;(Europe  Brazil) (En
49b46fb1;d9096263;0256;SMS;Sonic's Edusoft                                 ;(Unknown) (Proto)   
1d1e6e5b;a908cff5;0512;SMS;Space Gun                                       ;(Europe)            
ee4b5af4;ca1d3752;0256;SMS;Space Harrier                                   ;(Europe)            
5cdb65e7;beddf80e;0256;SMS;Space Harrier                                   ;(Japan  USA) (En)   
96668540;6bd5c2bf;0256;SMS;Space Harrier 3-D                               ;(USA  Europe  Brazil
8d810b2c;156948f9;0256;SMS;Space Harrier 3D                                ;(Japan)             
28b3494a;1b7d2a20;0256;SMS;Special Criminal Investigation                  ;(Europe) (Beta)     
5c7d2ecf;fa8e4ca0;0256;SMS;Special Criminal Investigation                  ;(Europe)            
e4987e50;5ccc1a65;0128;SMS;Speedball                                       ;(Europe) (Rev 1)    
9548710c;a57cad18;0128;SMS;Speedball                                       ;(Europe)            
17166cc0;0c7366a0;0256;SMS;Speedball 2                                     ;(Europe)            
b4cb9f83;4752cae7;0512;SMS;SpellCaster                                     ;(USA  Europe  Brazil
388426b4;908ff25c;0256;SMS;Spider-Man                                      ;(USA  Europe  Brazil
1589345a;ebe45388;0256;SMS;Spider-Man - Return of the Sinister Six         ;(Europe  Brazil) (En
16834e1e;e42e4998;0128;SMS;Sports Pad Football                             ;(USA)               
a28a9a2f;41c948bf;0128;SMS;Sports Pad Soccer                               ;(Japan)             
d41b9a08;d41b9a08;0032;SMS;Spy vs Spy                                      ;(Japan)             
689f58a2;689f58a2;0032;SMS;Spy vs Spy                                      ;(Taiwan) (Unl)      
78d7faab;78d7faab;0032;SMS;Spy vs Spy                                      ;(USA  Europe  Brazil
4e243ffb;d4b8f66d;0512;SMS;Star Wars                                       ;(Europe  Brazil) (En
0075217d;01a2d595;0512;SMS;Street Battle                                   ;(USA) (Proto) (Unl) 
4ad117c1;0f8287ec;0800;SMS;Street Fighter II'                              ;(Brazil) (En)       
2f2912b2;83f0eede;0128;SMS;Street Master                                   ;(Korea) (Unl)       
0278182a;4ab3790f;0512;SMS;Streets of Rage                                 ;(Europe  Brazil) (En
7cf5c7b9;04e9c089;0512;SMS;Streets of Rage II                              ;(Europe  Brazil) (En
d31d028d;b990269a;0128;SMS;Strider                                         ;(USA  Europe  Brazil
7279d22e;9802ed31;0512;SMS;Strider                                         ;(USA  Europe  Brazil
be15be12;b8f0915a;0256;SMS;Strider II                                      ;(Europe  Brazil) (En
8bdbf8c7;63a7f906;0512;SMS;Strider  The                                    ;(Taiwan) (En) (Unl) 
0d345514;d8f2f1b9;0256;SMS;Submarine Attack                                ;(Europe  Brazil) (En
3c00a8bb;d282ef71;0256;SMS;Submarine Attack                                ;(Taiwan) (En) (Unl) 
347a7d26;01686d67;0256;SMS;Suho Jeonsa                                     ;(Korea) (Unl)       
eae558f0;b13df647;0128;SMS;Sukeban Deka II - Shoujo Tekkamen Densetsu      ;(Japan)             
428c2a7b;4f530cb2;0128;SMS;Summer Games                                    ;(Europe  Brazil) (En
d8b8d8fd;80eb1fff;0128;SMS;Summer Games                                    ;(Europe  Brazil) (En
f4b12037;8da5c93f;0128;SMS;Summer Games                                    ;(Europe  Brazil) (En
c9dd4e5f;c9dd4e5f;0032;SMS;Super Arkanoid                                  ;(Korea) (Unl)       
58bc6ce9;0dbf3b4a;0064;SMS;Super Basketball                                ;(USA) (Demo)        
1e37e983;a66d26cf;0064;SMS;Super Bioman I                                  ;(Korea) (Unl)       
2252fdd5;b995b4f0;0256;SMS;Super Boy 4                                     ;(Korea) (Unl)       
6665c477;bf5a994a;0048;SMS;Super Boy I                                     ;(Korea) (En) (Unl)  
d24536db;67c2f0ff;0048;SMS;Super Boy II                                    ;(Korea) (En) (Unl)  
9aefc934;9195c34c;0128;SMS;Super Boy III                                   ;(Korea) (En) (Unl)  
22c09cfd;22c09cfd;0032;SMS;Super Bubble Bobble                             ;(Korea) (En) (Unl)  
6ce7f694;6ce7f694;0032;SMS;Super Columns & Tetris                          ;(Korea) (Unl)       
fa420ec0;551e6f51;0128;SMS;Super Futebol II                                ;(Brazil)            
d97b0f44;7f7b568d;0256;SMS;Super Golf                                      ;(Europe) (Beta)     
2bc70e39;10dbbef4;0256;SMS;Super Kick Off                                  ;(Europe) (En Fr De E
00d614e9;406aa0c2;0256;SMS;Super Kick Off                                  ;(Europe  Brazil) (En
b20bc471;a1d6d963;0256;SMS;Super Monaco GP                                 ;(Europe  Brazil) (En
fba1f01b;55bf81a0;0256;SMS;Super Monaco GP                                 ;(Europe  Brazil) (En
1e2a99af;dd7adbcc;0256;SMS;Super Monaco GP                                 ;(USA) (Beta)        
9b899020;3ef12baa;0256;SMS;Super Monaco GP                                 ;(USA)               
2ee72ea6;ce8d6846;0128;SMS;Super Off Road                                  ;(Europe) (Beta)     
7dcae612;54f68c2a;0128;SMS;Super Off Road                                  ;(Europe)            
a4fd3cab;7e0ef8cb;0256;SMS;Super Racing                                    ;(Japan)             
f18d0538;e0b1aff8;0256;SMS;Super Smash T.V.                                ;(Europe)            
a4984e2a;1d6244ee;0256;SMS;Super Space Invaders                            ;(Europe)            
914514e3;91451400;0032;SMS;Super Tennis                                    ;(USA  Europe)       
edd6ab54;bd1cc7df;0064;SMS;Super Tetris                                    ;(Korea) (Unl)       
5c297175;b1da6a30;0256;SMS;Super Wonder Boy - Monster World                ;(Japan)             
341c1438;6f9ac98f;0256;SMS;Superman - The Man of Steel                     ;(Europe  Brazil) (En
e603d137;93ca8152;0512;SMS;T2 - The Arcade Game                            ;(Europe)            
4fbf7ed9;1cdcf415;0256;SMS;Taito Chase H.Q.                                ;(Europe) (Beta)     
9aafcc94;85cfc9c9;0256;SMS;Taito Chase H.Q.                                ;(Europe)            
bd1aead4;7bb81e3d;0128;SMS;Taito Chase H.Q.                                ;(Japan)             
cd4086c1;11ce074c;0512;SMS;Taz in Escape from Mars                         ;(Brazil) (En)       
89814973;1b312e04;0256;SMS;Taz-Mania                                       ;(Europe  Brazil) (En
1c5d249d;7cc3e837;0256;SMS;Taz-Mania                                       ;(Europe  Brazil) (En
be8db287;96e75f48;0256;SMS;Tecmo World Cup '92                             ;(Europe) (Beta)     
896b0c6e;5a1c3dde;0256;SMS;Tecmo World Cup '93                             ;(Europe)            
2728faa3;2728faa3;0032;SMS;Teddy Boy                                       ;(USA  Europe  Brazil
b43d4084;d7508041;0048;SMS;Teddy Boy Blues                                 ;(Japan) (Proto) (Ep-
316727dd;316727dd;0032;SMS;Teddy Boy Blues                                 ;(Japan)             
63762f89;1a390b93;0256;SMS;Tennis Ace                                      ;(Europe  Brazil) (En
e70172bc;8132ab2c;0256;SMS;Tensai Bakabon                                  ;(Japan)             
3a126c3b;ac56104f;0256;SMS;Terminator 2 - Judgment Day                     ;(Europe)            
cefdc12f;e3d5ce9a;0256;SMS;Terminator  The                                 ;(Brazil) (En)       
a5d42dca;edc5c012;0256;SMS;Terminator  The                                 ;(Europe)            
8640e7e8;8640e7e8;0032;SMS;Three Dragon Story  The                         ;(Korea) (Unl)       
d04c87fc;c0ce19b1;0256;SMS;Thunder Blade                                   ;(Japan)             
b19eacb1;98cf1254;0256;SMS;Thunder Blade                                   ;(Taiwan) (En) (Unl) 
