chksm1(8);chksm2(8);Size(4);Type(3);Title(32);Region(7)
e75234b9;e415ea19;0512;PCE;Takahashi Meijin no Shin Bouken-;(Japan)
2d0edcfd;df7af71c;0256;PCE;Takeda Shingen                  ;(Japan)
2d0edcfd;f022be13;0256;PCE;Takeda Shingen                  ;(Japan)
805d9a52;e9d51797;0256;PCE;Takin' It to the Hoop           ;(USA)  
5152184b;bae9cecc;0512;PCE;TaleSpin                        ;(USA)  
05d92871;c1b26659;0512;PCE;Tatsujin                        ;(Japan)
7150f9cf;a6088275;0512;PCE;Tatsujin                        ;(Japan)
fc4c80f1;eeb6dd43;0256;PCE;Tatsunoko Fighter               ;(Japan)
06379c23;3b3808bd;0128;PCE;Ten no Koe Bank                 ;(Japan)
5ad3efbc;2e278ccb;0384;PCE;Tenseiryuu - Saint Dragon       ;(Japan)
6ae2aa79;1b2d0077;0512;PCE;Terra Cresta II - Mandoraa no Gy;(Japan)
4a4dd5d4;ddc3e809;0512;PCE;Thunder Blade                   ;(Japan)
726161f9;985d492d;0384;PCE;Tiger Road                      ;(USA)  
fd936363;02c39660;0512;PCE;Time Cruise                     ;(USA)  
766a9eac;cfec1d6a;0512;PCE;Time Cruise II                  ;(Japan)
eb3c9e8e;5d395019;0128;PCE;Timeball                        ;(USA)  
89bd3a21;d20f382f;0256;PCE;Titan                           ;(Japan)
a71fe3a6;53b7784b;0512;PCE;Toilet Kids                     ;(Japan)
3c671d2c;82ae3b16;0384;PCE;Tora e no Michi                 ;(Japan)
388e5794;b18d102d;0384;PCE;Toshi Tensou Keikaku - Eternal C;(Japan)
1c18149e;97c5ee9a;0256;PCE;Toy Shop Boys                   ;(Japan)
e9320f64;3aea2f8f;0256;PCE;Tricky                          ;(Japan)
a4649a51;48e6fd34;0256;PCE;Tricky Kick                     ;(USA)  
1a6f4da3;61a6e210;0256;PCE;Tsuppari Oozumou - Heisei Ban   ;(Japan)
4e015573;f70112e5;0256;PCE;Tsuru Teruhito no Jissen Kabushi;(Japan)
a71b452b;eb045edf;0256;PCE;Turrican                        ;(USA)  
26cab073;1cad4b7f;0256;PCE;USA Pro Basketball              ;(Japan)
c3d51e19;a3303978;0512;PCE;Valkyrie no Densetsu            ;(Japan)
086ce46f;04188c5c;0384;PCE;Veigues - Tactical Gladiator    ;(Japan)
c8325a79;99d14fb7;0384;PCE;Veigues - Tactical Gladiator    ;(USA)  
9e017d0d;03e28cff;0256;PCE;Victory Run                     ;(Japan)
1d3594b4;85cbd045;0256;PCE;Victory Run                     ;(USA)  
af856cdc;e4124fe0;0384;PCE;Vigilante                       ;(Japan)
b3339dd1;79d49a0d;0384;PCE;Vigilante                       ;(USA)  
671cda5d;1bc36b36;0384;PCE;Violent Soldier                 ;(Japan)
b0bf81cc;ad226f30;0384;PCE;Volfied                         ;(Japan)
831e3064;be990010;0384;PCE;W-Ring - The Double Rings       ;(Japan)
10b495a1;a2a0776e;0256;PCE;Wai Wai Mahjong - Yukai na Janyu;(Japan)
5d91541e;0112d0c7;0384;PCE;Wallaby!! - Usagi no Kuni no Kan;(Japan)
154dcb9a;9b5ebc58;0256;PCE;Winning Shot                    ;(Japan)
8c61da0f;59d07314;0256;PCE;Wonder Momo                     ;(Japan)
74b4c754;be850530;0256;PCE;World Beach Volley              ;(Japan)
edd5230c;b3eeea2e;0256;PCE;World Circuit                   ;(Japan)
cf6462a9;4186d0c0;0256;PCE;World Class Baseball            ;(USA)  
9f0853e7;a4457df0;0256;PCE;World Court Tennis              ;(USA)  
5ef253ca;a9ab2954;0256;PCE;World Jockey                    ;(Japan)
fba05646;4b93f0ac;0512;PCE;World Sports Competition        ;(USA)  
56e132ef;f8f85eec;0256;PCE;Xevious - Fardraut Densetsu     ;(Japan)
e2083046;3ca7db48;0512;PCE;Yo, Bro                         ;(USA)  
288bf4ca;f131b706;0256;PCE;Youkai Douchuuki                ;(Japan)
38b27f1e;c0905ca9;0256;PCE;Yuu Yuu Jinsei - Victory Life   ;(Japan)
ba44e4f7;b77f2e2f;0512;PCE;Zero 4 Champ                    ;(Japan)
ac537c5f;ee156721;0512;PCE;Zero 4 Champ                    ;(Japan)
8ca1ab06;67aab7a1;0256;PCE;Zipang                          ;(Japan)
